stock_code,description,units_sold,units_returned,net_sales,gross_sales,return_value,total_orders
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,163,0,760.95,760.95,0.00,68
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,533,0,2115.77,2115.77,0.00,49
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,142,0,685.67,685.67,0.00,61
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,584,7,1514.69,1549.34,34.65,51
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,120,0,602.66,602.66,0.00,43
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,262,0,953.00,953.00,0.00,28
21713,CITRONELLA CANDLE FLOWERPOT,2733,128,4912.44,5145.44,233.00,410
21714,CITRONELLA CANDLE GARDEN POT,4283,70,6112.29,6182.39,70.10,533
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3553,33,8917.49,8987.24,69.75,489
21716,BOYS VINTAGE TIN SEASIDE BUCKET,3709,10,9371.57,9397.07,25.50,498
21717,EASTER TIN BUCKET,1554,9,4016.68,4039.63,22.95,178
21718,RED METAL BEACH SPADE ,4030,52,5185.30,5250.30,65.00,472
21719,LOVELY BONBON STICKER SHEET,906,0,813.14,813.14,0.00,141
21720,CAKE SHOP  STICKER SHEET,1068,12,919.61,929.81,10.20,113
21721,CANDY SHOP  STICKER SHEET,1090,2,988.80,990.50,1.70,145
21722,SWEET PUDDING STICKER SHEET,347,3,325.20,327.75,2.55,81
21723,ALPHABET HEARTS STICKER SHEET,866,0,769.13,769.13,0.00,135
21724,PANDA AND BUNNIES STICKER SHEET,996,2,886.64,888.34,1.70,179
21725,SWEETIES  STICKERS,1135,2,1034.73,1036.43,1.70,174
21726,MULTI HEARTS  STICKERS,1077,2,929.29,930.99,1.70,156
21728,METAL MEDINA LANTERN ,298,2,2747.61,2773.11,25.50,42
21729,SMALL MARAKESH METAL  LANTERN ,124,0,422.90,422.90,0.00,30
21730,GLASS STAR FROSTED T-LIGHT HOLDER,1115,35,5361.62,5534.17,172.55,313
21731,RED TOADSTOOL LED NIGHT LIGHT,28910,990,46857.94,48315.84,1457.90,1561
21732,RED HANGING METAL STAR TLIGHT HLDR,925,3,3204.04,3214.57,10.53,60
21733,RED HANGING HEART T-LIGHT HOLDER,17575,423,49244.24,50346.49,1102.25,1795
21734,SMALL MARAKESH LANTERN ON STICK,97,6,506.99,529.49,22.50,32
21735,TWO DOOR CURIO CABINET,853,224,8577.25,11112.85,2535.60,299
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,193,3,392.52,393.69,1.17,28
21737,SET 3 WICKER LOG BASKETS,398,0,7362.66,7362.66,0.00,164
21738,COSY SLIPPER SHOES SMALL  RED ,422,5,1307.88,1322.63,14.75,132
21739,COSY SLIPPER SHOES SMALL GREEN,494,1,1448.90,1451.85,2.95,178
21740,COSY SLIPPER SHOES LARGE RED,201,0,698.01,698.01,0.00,66
21741,COSY SLIPPER SHOES LARGE GREEN,701,1,2291.20,2293.75,2.55,191
21742,LARGE ROUND WICKER PLATTER ,437,0,2647.28,2647.28,0.00,193
21743,STAR PORTABLE TABLE LIGHT ,1288,59,3593.03,3767.08,174.05,187
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,898,6,2679.46,2697.16,17.70,218
21745,GAOLERS KEYS DECORATIVE GARDEN ,2699,19,9130.24,9201.49,71.25,489
21746,SMALL RED RETROSPOT WINDMILL,5113,34,6309.40,6351.90,42.50,420
21746,SMALL RED SPOT  WINDMILL,852,24,1086.44,1116.44,30.00,77
21747,SMALL SKULL WINDMILL,2049,126,2315.37,2452.35,136.98,156
21749,LARGE RED RETROSPOT WINDMILL,2712,732,4069.36,5426.06,1356.70,241
21749,LARGE RED SPOT WINDMILL,2945,12,5529.72,5554.92,25.20,53
21750, LARGE SKULL WINDMILL,8,0,16.80,16.80,0.00,2
21750,LARGE SKULL WINDMILL,301,1,644.95,647.05,2.10,61
21752,GLASS CAKE STAND MIRRORED BASE,77,7,1140.16,1244.81,104.65,43
21754,HOME BUILDING BLOCK WORD,7595,39,46285.34,46516.99,231.65,2086
21755,LOVE BUILDING BLOCK WORD,5643,48,34550.42,34836.02,285.60,1709
21756,BATH BUILDING BLOCK WORD,1612,6,9908.95,9944.65,35.70,584
21757,LIGHTHOUSE PRINTED METAL SIGN,80,0,454.30,454.30,0.00,42
21758,VINTAGE SHELLS PRINT,135,0,1069.76,1069.76,0.00,79
21759,METAL WALL SHELF UNIT WITH HOOKS,30,0,1274.47,1274.47,0.00,13
21760,FRENCH STYLE WALL DRESSER,15,2,1490.00,1740.00,250.00,14
21761,WOOD AND GLASS MEDICINE CABINET,65,1,1784.80,1814.75,29.95,25
21763,VINTAGE WOODEN BAR STOOL,43,3,1076.05,1157.90,81.85,19
21764,VINTAGE WOODEN PLATE RACK,17,1,619.20,659.15,39.95,12
21765,HANGING METAL BIRD BATH,371,9,3009.64,3076.39,66.75,145
21766,VINTAGE WOOD ORGANISER,0,2,-33.90,0.00,33.90,1
21767,FRENCH STYLE WIRE DOOR CABINET ,1,0,29.95,29.95,0.00,1
21768,WALL MOUNTED VINTAGE ORGANISER,497,2,6728.39,6756.09,27.70,165
21769,VINTAGE POST OFFICE CABINET,123,4,7635.07,7954.87,319.80,52
21770,OPEN CLOSED METAL SIGN,2991,48,14594.90,14807.30,212.40,655
21772,VINTAGE METAL CAKE STAND CREAM ,1,0,12.75,12.75,0.00,1
21773,DECORATIVE ROSE BATHROOM BOTTLE,1642,25,1868.15,1899.40,31.25,311
21774,DECORATIVE CATS BATHROOM BOTTLE,1711,1,2128.56,2129.81,1.25,369
21775,DECORATIVE FLORE BATHROOM BOTTLE,874,4,1321.29,1326.29,5.00,279
21777,RECIPE BOX WITH METAL HEART,1126,15,8956.26,9075.51,119.25,376
21779,MA CAMPAGNE MINI WOODEN CHEST,301,10,1062.75,1097.80,35.05,25
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,203,0,1745.85,1745.85,0.00,32
21781,MA CAMPAGNE CUTLERY BOX,655,44,9525.12,10125.72,600.60,382
21784,SHOE SHINE BOX ,290,7,3468.63,3538.28,69.65,183
21785,RAIN PONCHO ,2005,0,1514.63,1514.63,0.00,100
21786,POLKADOT RAIN HAT ,3014,22,1351.59,1360.83,9.24,294
21786,RAIN HAT WITH RED SPOTS,4457,48,1668.04,1688.20,20.16,158
21787,RAIN PONCHO RETROSPOT,10408,528,7913.11,8333.11,420.00,311
21787,RAIN PONCHO WITH RED SPOTS,4727,0,3592.97,3592.97,0.00,161
21788,KIDS RAIN MAC BLUE,3375,73,2663.24,2725.09,61.85,212
21789,KIDS RAIN MAC PINK,2920,92,2358.87,2437.07,78.20,223
21790,VINTAGE SNAP CARDS,27244,203,23343.50,23506.17,162.67,1900
21791,VINTAGE HEADS AND TAILS CARD GAME ,17604,1077,21702.35,22858.60,1156.25,1323
21792,CLASSIC FRENCH STYLE BASKET GREEN ,494,13,2432.93,2517.88,84.95,147
21793,CLASSIC FRENCH STYLE BASKET BROWN,353,0,1627.36,1627.36,0.00,102
21794,CLASSIC FRENCH STYLE BASKET NATURAL,713,13,3472.74,3552.09,79.35,183
21795,SET OF 3 BLUE STRIPE BASKET,441,1,3722.19,3734.94,12.75,81
21796,SET OF 3 RED STRIPE BASKETS,324,0,2782.19,2782.19,0.00,67
21801,CHRISTMAS TREE DECORATION WITH BELL,3398,36,1452.54,1467.66,15.12,259
21802,CHRISTMAS TREE HEART DECORATION,4377,1,1916.78,1917.20,0.42,324
21803,CHRISTMAS TREE STAR DECORATION,4463,0,1938.96,1938.96,0.00,322
21804,WHITE CHRISTMAS GARLAND STARS TREES,597,2,2233.49,2240.99,7.50,138
21805,WHITE CHRISTMAS TREE DECORATION ,2221,0,957.63,957.63,0.00,103
21806,WHITE CHRISTMAS HEART DECORATION,2707,0,1179.43,1179.43,0.00,128
21807,WHITE CHRISTMAS STAR DECORATION,3225,2,1421.61,1422.45,0.84,174
21808,"CHRISTMAS GARLAND STARS,TREES",1001,46,2560.53,2715.53,155.00,148
21809,CHRISTMAS HANGING TREE WITH BELL,3015,0,2427.89,2427.89,0.00,207
21810,CHRISTMAS HANGING STAR WITH BELL,6959,59,4300.66,4374.41,73.75,346
21811,CHRISTMAS HANGING HEART WITH BELL,1721,0,2202.38,2202.38,0.00,163
21811,HANGING HEART WITH BELL,4619,48,2356.08,2374.80,18.72,220
21812,GARLAND WITH HEARTS AND BELLS,805,26,3788.79,3917.49,128.70,209
21813,GARLAND WITH STARS AND BELLS,815,21,3657.46,3761.41,103.95,188
21814,HEART T-LIGHT HOLDER ,670,0,1016.53,1016.53,0.00,95
21815, STAR  T-LIGHT HOLDER ,25,1,41.16,42.61,1.45,9
21815,STAR  T-LIGHT HOLDER ,654,1,1016.18,1017.63,1.45,85
21816,CHRISTMAS TREE T-LIGHT HOLDER,422,1,635.89,637.34,1.45,51
21817,GLITTER CHRISTMAS TREE,1687,0,1077.19,1077.19,0.00,130
21818,GLITTER CHRISTMAS HEART ,1727,0,1460.86,1460.86,0.00,143
21818,GLITTER HEART DECORATION,2469,0,1088.59,1088.59,0.00,142
21819,GLITTER CHRISTMAS STAR ,3847,0,2247.14,2247.14,0.00,248
21820,GLITTER HEART GARLAND WITH BELLS ,795,30,3019.89,3132.39,112.50,183
21821,GLITTER STAR GARLAND WITH BELLS ,713,13,2817.85,2866.60,48.75,155
21822,GLITTER CHRISTMAS TREE WITH BELLS,1010,9,1327.31,1343.70,16.39,145
21823,PAINTED METAL HEART WITH HOLLY BELL,2468,24,2412.92,2447.72,34.80,213
21824,PAINTED METAL STAR WITH HOLLY BELLS,2782,24,2316.66,2351.46,34.80,212
21825,PAINTED METAL TREE WITH HOLLY BELLS,733,3,1048.84,1053.19,4.35,76
21826,EIGHT PIECE DINOSAUR SET,1800,57,2255.62,2326.87,71.25,247
21827,EIGHT PIECE CREEPY CRAWLIE SET,835,13,1052.64,1068.89,16.25,135
21828,EIGHT PIECE SNAKE  SET,1105,0,1396.62,1396.62,0.00,180
21829,DINOSAUR KEYRINGS ASSORTED,15035,289,3181.49,3242.18,60.69,414
21830,ASSORTED CREEPY CRAWLIES,7658,672,2937.92,3185.60,247.68,260
21832,CHOCOLATE CALCULATOR,3338,42,5767.46,5836.76,69.30,464
21833,CAMOUFLAGE LED TORCH,6239,190,10384.17,10681.67,297.50,454
21836,GINGHAM OVEN GLOVE RED HEART ,249,4,988.89,1003.89,15.00,101
21837,CROSS STITCH ALPHABET CUSHION COVER,244,2,1610.74,1622.64,11.90,92
21838,DADDY MOUSE RED GINGHAM BOW TIE,1,0,5.45,5.45,0.00,1
21839,MUMMY MOUSE RED GINGHAM RIBBON,201,2,1074.69,1085.59,10.90,84
21841,BABY MOUSE RED GINGHAM DRESS,437,3,1844.72,1857.47,12.75,133
21842,PINK HEART CANDY BUTTON CALCULATOR,551,0,1308.74,1308.74,0.00,47
21843,RED RETROSPOT CAKE STAND,4635,494,44290.39,48564.29,4273.90,1293
21843,RETRO SPOT CAKE STAND,1493,93,15357.66,16354.01,996.35,388
21844,RED RETROSPOT MUG,3893,34,10886.53,10986.43,99.90,358
21844,RETRO SPOT MUG,1481,14,4301.71,4343.01,41.30,161
21845,DAIRY MAID STRIPE MUG,2521,64,3647.37,3758.41,111.04,169
21846,PINK DIAMANTE PEN IN GIFT BOX,1601,27,3721.55,3803.40,81.85,267
21847,GREEN  DIAMANTE PEN IN GIFT BOX,347,0,675.37,675.37,0.00,71
21849,SILVER DIAMANTE PEN IN GIFT BOX,633,96,1363.51,1483.51,120.00,135
21850,BLUE  DIAMANTE PEN IN GIFT BOX,447,36,919.98,1072.98,153.00,107
21851,LILAC DIAMANTE PEN IN GIFT BOX,628,0,1473.56,1473.56,0.00,149
21852,EMPIRE TEDDY,2,0,13.90,13.90,0.00,2
21853,GUMBALL CUSTOM CARS TOP TRUMPS GAME,3,0,15.40,15.40,0.00,3
21854,EURO FOOTBALL STARS TOP TRUMPS GAME,1,0,5.17,5.17,0.00,1
21857,STAR WARS TOP TRUMPS GAME,2,0,10.23,10.23,0.00,2
21858,HIGH SCHOOL MUSICAL 3 TOP TRUMPS ,2,0,10.23,10.23,0.00,2
21860,DR WHO TOP TRUMPS GAME,1,0,5.17,5.17,0.00,1
21864,UNION JACK FLAG PASSPORT COVER ,1853,20,4389.54,4431.54,42.00,412
21865,PINK UNION JACK  PASSPORT COVER ,896,6,2073.04,2085.64,12.60,298
21866,UNION JACK FLAG LUGGAGE TAG,2168,25,3560.25,3591.50,31.25,456
21867,PINK UNION JACK  LUGGAGE TAG,1144,0,1562.87,1562.87,0.00,288
21868,POTTING SHED TEA MUG,9075,207,10913.25,11163.64,250.39,910
21869,POTTING SHED COFFEE MUG,1264,17,1448.33,1469.58,21.25,115
21870,I CAN ONLY PLEASE ONE PERSON MUG,6083,97,7506.24,7627.49,121.25,648
21871,SAVE THE PLANET MUG,11492,806,12762.70,13654.89,892.19,804
21872,GLAMOROUS  MUG,5092,35,5122.33,5163.80,41.47,335
21873,IF YOU CAN'T STAND THE HEAT MUG,2010,91,2259.94,2360.01,100.07,203
21874,GIN AND TONIC MUG,6332,29,8172.71,8209.17,36.46,629
21875,KINGS CHOICE MUG,6818,71,7800.55,7882.08,81.53,424
21876,POTTERING MUG,5663,85,7238.85,7351.25,112.40,638
21877,HOME SWEET HOME MUG,14054,1086,14777.93,15954.75,1176.82,778
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,5586,421,4281.67,4586.48,304.81,406
21879,HEARTS GIFT TAPE,1567,0,664.84,664.84,0.00,152
21880,RED AND WHITE SPOT TAPE,483,12,353.13,360.93,7.80,72
21880,RED RETROSPOT TAPE,2000,12,921.10,928.90,7.80,259
21881,CUTE CATS TAPE,1332,0,554.95,554.95,0.00,118
21882,SKULLS TAPE,1052,0,499.44,499.44,0.00,119
21883,STARS GIFT TAPE ,2348,1,1199.29,1199.48,0.19,227
21884,CAKES AND BOWS GIFT  TAPE,1448,0,663.61,663.61,0.00,161
21888,BINGO SET,3520,97,13498.42,13862.17,363.75,835
21889,WOODEN BOX OF DOMINOES,12805,155,16901.91,17095.66,193.75,1136
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3489,10,10421.40,10451.60,30.20,553
21891,TRADITIONAL WOODEN SKIPPING ROPE,12142,93,15429.68,15547.75,118.07,848
21892,TRADITIONAL WOODEN CATCH CUP GAME ,7826,54,10083.78,10151.28,67.50,829
21893,POTTING SHED SEED TIN,172,0,587.80,587.80,0.00,20
21894,POTTING SHED SEED ENVELOPES,1320,0,1836.14,1836.14,0.00,247
21895,POTTING SHED SOW 'N' GROW SET,555,4,1701.63,1718.63,17.00,86
21896,POTTING SHED TWINE,2387,14,4915.39,4944.04,28.65,295
21897,POTTING SHED CANDLE CITRONELLA,866,5,2626.61,2641.36,14.75,108
21898,POTTING SHED ROSE CANDLE,827,0,2538.81,2538.81,0.00,113
21899,GARAGE KEY FOB,777,0,565.81,565.81,0.00,147
21899,"KEY FOB , GARAGE DESIGN",5899,67,3713.11,3756.66,43.55,480
21900,"KEY FOB , SHED",8323,5,5525.89,5529.14,3.25,837
21901,"KEY FOB , BACK DOOR ",6158,153,3962.06,4061.51,99.45,693
21902,"KEY FOB , FRONT  DOOR ",5359,57,3370.98,3408.03,37.05,478
21903,MAN FLU METAL SIGN,3436,16,6875.77,6908.87,33.10,411
21904,HOUSE WRECKING METAL SIGN ,757,97,1021.82,1201.52,179.70,147
21905,MORE BUTTER METAL SIGN ,1615,2,2136.87,2141.07,4.20,265
21906,PHARMACIE FIRST AID TIN,1786,39,12616.21,12879.46,263.25,433
21907,I'M ON HOLIDAY METAL SIGN,5163,21,10822.12,10866.22,44.10,775
21908,CHOCOLATE THIS WAY METAL SIGN,9678,32,19058.78,19125.98,67.20,978
21910,WAY OUT METAL SIGN ,1066,0,1398.18,1398.18,0.00,111
21911,GARDEN METAL SIGN ,2546,12,4061.05,4080.85,19.80,345
21912,VINTAGE SNAKES & LADDERS,3734,76,14366.33,14651.33,285.00,831
21913,VINTAGE SEASIDE JIGSAW PUZZLES,1129,4,4287.48,4302.48,15.00,301
21914,BLUE HARMONICA IN BOX ,12957,120,17575.36,17725.36,150.00,968
21915,RED  HARMONICA IN BOX ,36289,884,41673.54,42664.54,991.00,1040
21916,SET 12 RETRO WHITE CHALK STICKS,11011,225,4656.56,4751.06,94.50,718
21917,SET 12 KIDS  WHITE CHALK STICKS,8010,21,3315.40,3324.22,8.82,473
21918,SET 12 KIDS COLOUR  CHALK STICKS,14598,43,5995.08,6013.14,18.06,797
21919,Electronic Talking Breath-A-Loser,6,0,30.47,30.47,0.00,5
21922,UNION STRIPE WITH FRINGE  HAMMOCK,1443,27,11008.53,11199.18,190.65,393
21923,RED/CREAM STRIPE FRINGE HAMMOCK,337,2,2646.74,2662.64,15.90,121
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,315,10,2407.16,2486.66,79.50,126
21925,UNION STRIPE CUSHION COVER ,1201,18,1539.83,1562.33,22.50,172
21926,RED/CREAM STRIPE CUSHION COVER ,1009,26,1292.77,1325.27,32.50,150
21927,BLUE/CREAM STRIPE CUSHION COVER ,1260,65,1646.99,1728.24,81.25,204
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,8411,265,16760.11,17239.69,479.58,670
21928,JUMBO BAG SCANDINAVIAN PAISLEY,15857,30,28905.83,28962.83,57.00,896
21929,JUMBO BAG PINK VINTAGE PAISLEY,25608,272,49168.02,49651.99,483.97,1640
21930,JUMBO STORAGE BAG SKULLS,13390,6,27356.59,27368.08,11.49,1327
21931,JUMBO STORAGE BAG SUKI,29182,390,60826.92,61537.55,710.63,2363
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3871,34,8440.31,8498.61,58.30,653
21933,PINK VINTAGE PAISLEY PICNIC BAG,4116,21,9029.58,9087.63,58.05,632
21934,SKULL SHOULDER BAG,4597,61,8174.57,8275.22,100.65,727
21935,SUKI  SHOULDER BAG,7127,131,12907.06,13103.21,196.15,925
21936,RED RETROSPOT PICNIC BAG,6680,129,19226.27,19576.72,350.45,956
21936,RED/WHITE SPOT PICNIC BAG,1125,14,3123.29,3164.59,41.30,114
21937,STRAWBERRY   PICNIC BAG,4100,58,11869.72,12038.82,169.10,671
21942,SKULLS DESIGN FLANNEL,1672,24,1115.88,1136.28,20.40,223
21943,CAKES AND RABBITS DESIGN FLANNEL ,591,0,529.16,529.16,0.00,149
21944,KITTENS DESIGN FLANNEL,1789,2,1104.31,1106.01,1.70,205
21945,STRAWBERRIES  DESIGN FLANNEL ,1862,1,1306.25,1307.10,0.85,241
21946,PARTY TIME DESIGN FLANNEL,625,0,358.97,358.97,0.00,67
21947,SET OF 6 HEART CHOPSTICKS,1675,0,2302.81,2302.81,0.00,298
21948,SET OF 6 CAKE CHOPSTICKS,2293,0,2921.36,2921.36,0.00,267
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2598,6,3156.68,3164.18,7.50,270
21950,SET OF 6 DOTS CHOPSTICKS,211,181,71.58,263.63,192.05,20
21955,  DOORMAT UNION JACK GUNS AND ROSES,177,0,1193.31,1193.31,0.00,60
21955,DOOR MAT UNION JACK GUNS AND ROSES,797,14,5424.01,5510.39,86.38,228
21955,DOORMAT UNION JACK GUNS AND ROSES,2172,12,12960.19,13043.59,83.40,343
21955,UNION JACK GUNS & ROSES  DOORMAT,765,2,3973.61,3987.11,13.50,103
21967,PACK OF 12 SKULL TISSUES,15652,0,4401.44,4401.44,0.00,479
21972,SET OF 36 DINOSAUR PAPER DOILIES,1055,2,1557.92,1560.82,2.90,173
21973,SET OF 36 MUSHROOM PAPER DOILIES,1670,13,2401.18,2420.03,18.85,212
21974,SET OF 36 PAISLEY FLOWER DOILIES,7046,140,10420.70,10622.15,201.45,819
21975,PACK OF 60 DINOSAUR CAKE CASES,31332,95,15187.36,15236.62,49.26,1307
21976,PACK OF 60 MUSHROOM CAKE CASES,14570,55,7762.12,7792.37,30.25,954
21977,PACK OF 60 PINK PAISLEY CAKE CASES,56061,219,27964.43,28081.73,117.30,2004
21980,PACK OF 12 RED RETROSPOT TISSUES ,8616,168,2619.61,2668.33,48.72,410
21980,PACK OF 12 RED SPOTTY TISSUES ,22721,24,5974.85,5981.81,6.96,272
21981,PACK OF 12 WOODLAND TISSUES ,26204,31,7119.77,7129.46,9.69,555
21982,PACK OF 12 SUKI TISSUES ,32086,37,10385.05,10395.88,10.83,720
21983,PACK OF 12 BLUE PAISLEY TISSUES ,6118,48,1861.10,1875.02,13.92,327
21984,PACK OF 12 PINK PAISLEY TISSUES ,25351,144,6982.67,7023.95,41.28,437
21985,PACK OF 12 HEARTS DESIGN TISSUES ,25523,108,8940.79,8972.11,31.32,922
21986,PACK OF 12 PINK POLKADOT TISSUES,5159,0,1591.94,1591.94,0.00,272
21986,PACK OF 12 PINK SPOT TISSUES ,8317,24,3187.23,3194.19,6.96,198
21987,PACK OF 6 SKULL PAPER CUPS,6417,301,3850.01,3988.06,138.05,389
21988,PACK OF 6 SKULL PAPER PLATES,7829,576,5451.46,5820.10,368.64,417
21989,PACK OF 20 SKULL PAPER NAPKINS,8552,624,6381.26,6790.70,409.44,657
21990,MODERN FLORAL STATIONERY SET,2453,12,4515.54,4530.54,15.00,498
21991,BOHEMIAN COLLAGE STATIONERY SET,1103,12,1912.54,1927.54,15.00,290
21992,VINTAGE PAISLEY STATIONERY SET,3320,6,6727.10,6744.80,17.70,657
21993,FLORAL FOLK STATIONERY SET,2849,12,5201.88,5216.88,15.00,578
22003,VINTAGE BLUE VACUUM FLASK 0.5L ,0,10,-67.50,0.00,67.50,1
22016,Dotcomgiftshop Gift Voucher £100.00,1,0,83.33,83.33,0.00,1
22021,BLUE FELT EASTER EGG BASKET,1413,12,2410.51,2430.31,19.80,234
22023,EMPIRE BIRTHDAY CARD,4975,12,2071.73,2076.77,5.04,431
22024,RAINY LADIES BIRTHDAY CARD,5391,36,2241.88,2257.00,15.12,442
22025,RING OF ROSES BIRTHDAY CARD,3970,12,1636.60,1641.64,5.04,289
22026,BANQUET BIRTHDAY  CARD  ,4029,12,1712.43,1717.47,5.04,367
22027,TEA PARTY BIRTHDAY CARD,11297,228,4719.37,4806.49,87.12,852
22028,PENNY FARTHING BIRTHDAY CARD,6344,24,2655.05,2665.13,10.08,509
22029,SPACE BOY BIRTHDAY CARD,823,0,349.12,349.12,0.00,67
22029,SPACEBOY BIRTHDAY CARD,16779,60,6906.44,6931.64,25.20,1036
22030,SWALLOWS GREETING CARD,12735,120,5147.44,5197.84,50.40,688
22031,BOTANICAL LAVENDER BIRTHDAY CARD,1125,12,488.95,493.99,5.04,143
22032,BOTANICAL LILY GREETING CARD,980,0,418.12,418.12,0.00,111
22033,BOTANICAL ROSE GREETING CARD,1603,0,681.93,681.93,0.00,128
22034,ROBIN CHRISTMAS CARD,1617,24,663.41,673.49,10.08,96
22035,VINTAGE CARAVAN GREETING CARD ,4083,49,1710.66,1731.24,20.58,362
22036,DINOSAUR BIRTHDAY CARD,1649,65,667.81,695.11,27.30,137
22037,ROBOT BIRTHDAY CARD,7054,12,3030.66,3035.70,5.04,635
22038,BOTANICAL LAVENDER GIFT WRAP ,1150,0,481.00,481.00,0.00,45
22039,BOTANICAL LILY GIFT WRAP,850,25,342.50,353.00,10.50,31
22040,BOTANICAL ROSE GIFT WRAP,2815,0,1144.30,1144.30,0.00,94
22041,"RECORD FRAME 7"" SINGLE SIZE ",7540,42,18546.92,18650.87,103.95,560
22042,CHRISTMAS CARD SINGING ANGEL,1738,24,617.11,627.19,10.08,130
22043,CHRISTMAS CARD SCREEN PRINT ,2197,12,614.21,619.25,5.04,126
22044,CHRISTMAS CARD STACK OF PRESENTS,1940,13,544.82,550.28,5.46,91
22045,SPACE BOY GIFT WRAP,775,0,325.50,325.50,0.00,27
22045,SPACEBOY GIFT WRAP,13767,105,5612.04,5656.14,44.10,451
22046,TEA PARTY  WRAPPING PAPER ,6375,34,2599.22,2613.50,14.28,210
22047,EMPIRE GIFT WRAP,8250,250,3262.00,3351.00,89.00,264
22048,BIRTHDAY BANQUET GIFT WRAP,2815,25,1155.80,1166.30,10.50,103
22049,WRAP CHRISTMAS SCREEN PRINT,3500,25,1005.25,1015.75,10.50,115
22050,PINK PAISLEY ROSE GIFT WRAP,3300,50,1333.00,1354.00,21.00,117
22051,BLUE SCANDINAVIAN PAISLEY WRAP,3175,0,1317.50,1317.50,0.00,116
22052,VINTAGE CARAVAN GIFT WRAP,3525,50,1439.50,1460.50,21.00,130
22053,EMPIRE DESIGN ROSETTE,4551,2,4018.39,4020.89,2.50,89
22054,MINI CAKE STAND HANGING HEARTS,361,14,631.91,655.01,23.10,78
22055,MINI CAKE STAND  HANGING STRAWBERY,4925,51,8096.24,8179.19,82.95,743
22056,CERAMIC PLATE LOVE HEART DESIGN,607,1,655.38,656.87,1.49,35
22057,CERAMIC PLATE STRAWBERRY DESIGN,3060,82,3889.55,4011.73,122.18,271
22058,CERAMIC LOVE HEARTS DESIGN MUG,520,8,783.80,795.72,11.92,106
22059,CERAMIC STRAWBERRY DESIGN MUG,2593,30,3201.23,3245.93,44.70,254
22059,CERAMIC STRWBERRY DESIGN MUG,2347,35,3340.95,3393.10,52.15,225
22060,LARGE CAKE STAND HANGING HEARTS,733,26,5504.71,5691.41,186.70,170
22061,LARGE CAKE STAND  HANGING STRAWBERY,2171,114,18061.02,19121.37,1060.35,583
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,761,7,1240.22,1248.15,7.93,128
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2303,16,6309.26,6356.06,46.80,366
22064,PINK DOUGHNUT TRINKET POT ,6606,137,10371.41,10592.66,221.25,731
22065,CHRISTMAS PUDDING TRINKET POT ,8640,45,6219.07,6273.84,54.77,471
22066,LOVE HEART TRINKET POT,3435,11,2718.51,2729.16,10.65,277
22067,CHOC TRUFFLE GOLD TRINKET POT ,1855,20,2987.12,3019.32,32.20,264
22068, BLACK PIRATE TREASURE CHEST,55,0,108.48,108.48,0.00,22
22068,BLACK PIRATE TREASURE CHEST,1057,14,1848.24,1871.34,23.10,257
22069, BROWN  PIRATE TREASURE CHEST ,59,0,138.22,138.22,0.00,23
22069,BROWN  PIRATE TREASURE CHEST ,909,0,2026.41,2026.41,0.00,244
22070,SMALL RED RETROSPOT MUG IN BOX ,1511,301,4107.66,4462.95,355.29,244
22070,SMALL RETRO SPOT MUG IN BOX  RED,324,38,1119.04,1238.54,119.50,88
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,383,21,1365.38,1426.13,60.75,84
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1147,288,2741.75,2929.75,188.00,182
22072,RED RETROSPOT TEA CUP AND SAUCER ,1705,33,6240.92,6364.67,123.75,391
22072,TEA CUP AND SAUCER RETRO SPOT,700,16,2806.34,2866.34,60.00,145
22073,RED RETROSPOT STORAGE JAR,1395,32,5485.32,5604.60,119.28,337
22073,RETRO SPOT STORAGE JAR,729,12,2808.29,2853.29,45.00,165
22074,6 RIBBONS SHIMMERING PINKS ,2156,12,2196.54,2216.34,19.80,288
22075,6 RIBBONS ELEGANT CHRISTMAS ,3079,12,4640.89,4660.69,19.80,359
22076,6 RIBBONS EMPIRE  ,2353,0,3490.19,3490.19,0.00,375
22077,6 RIBBONS RUSTIC CHARM,17238,117,31320.06,31513.11,193.05,1766
22078,RIBBON REEL LACE DESIGN ,3984,38,8370.14,8449.94,79.80,483
22079,RIBBON REEL HEARTS DESIGN ,5028,61,8357.19,8457.84,100.65,689
22080,RIBBON REEL POLKADOTS ,1676,10,2827.36,2843.86,16.50,243
